name,addr.street,addr.city,addr.state,addr.postcode,@lat,@lon,image
Santa Clarita Park,27285 Seco Canyon Road,Santa Clarita,CA,91350,34.4466453,-118.5353233,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNRnizZ5NxAPogtJs6hYK3vXryWb4sIM_dTHEbaRpC2HSUxemfjnt3OwRzOCYna-AbLuoW8agny_Us9WNc9yQfwLPd6LsVloWdIIK21Ji4pD3lMV_EzSITHbtIiBNOq1vIMBwWi6yt-dEVSoZqhE6x_gdsJerBTm1njuypdkidB3ajY2wWDwxfwyS1XFDlB2o_KtDN7NzGDvxyIPi2QXWzarDjv11XekTyr4omzULwSfO11y8FDvL6O-j9l04KwWtsEu8q9qWsr5bVSc9rbu7dry_QuVsqKG1cjp7C1Sh_JHfmLRqfbKbMU1BVh-w4akSVC63JQlY6eVvr3WqncLmEpgHoPqOdXmQGt1AEPaLVXKQ93ITe6OW79mZMuUEUmlbC30295X_aTtRlESCPGslJ5k5dgZYxOc8LCauW_PK5A1TNG-U5X1fjhBJyWzFdTKWx1gAPOKn7r7gpJMqxsnZtA5mcc4hDOR9hDbvZOD5LuJRfXvQGKafOWrrwYL9emu-fIhDzUxEKsJUPQoabV9QugyuRWJ3B0HiE__AcrwDMsnvYaoVwtn7fn7atB_bMq99YcAxKpxlP0yvgxzrcVVqmI5Mlo5_rS3zUilU0Xte-R4ZytJKdAmm9LbR-lHTfZ8&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Circle J Ranch Park,22651 Vía Princessa,Santa Clarita,CA,91350,34.3994935,-118.5341984,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNTVuHMfZj0H8JF1aFrc5tSvwuFOmA6EclEr8jDPUPF18LV4Eb75noZj9XLtU35W_aV-C_GDdt-QXNDMxi9XMk-mITZN3jratW08mEJuBTsWBhoQXKacYthKZCCsfRboDnAQaXj8wS_utKjT3mPXCwXJv2jqNCrZ4ybNb_COVMQFsVcu5WIPwD0sThRFuckvbuLaJXYINTXD_Ed9eCohlTpXc-DjJtuqugaVdmSXkiZo0z5d_wT8iyhga6lRL5rmfVCLb3KJCla2jz3Irtx5NDAFYK5q2nj6rMR4YfPBn3jUaXGoz89Sfr6WokuooFTWBbvPt3B3z6w9dmBbGkyQzCxHtRrBVGfLEWLAiyIgLlZnsp4zfQyN43XE_uTVuVX__VCrrk94v2UcvBTZLFojRYdv8xX9w4jN3GzALLyGMUA9xEbjrINFWqPou8A_u3uiDt6Zn3sVcuGjtCHTyQKMYrNw5TKHOZ48-VYU2FydUn3Om8gnR2i9nhUGQTRosE1upWqitIHSJNJ9SePJRZJYBjApfWrTI6VuLpnAjyjNjYsgo9VM2nWC5UK3vQ2-YkKFbHXkvKXcgjMMhu9tzqm-ATRiXPZE1LIbUR4DZGczQ4eJzlgYVg4u0UlGa5Pdir_ISbrPVU52&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Pierce Tennis Courts,,Los Angeles,CA,91371,34.1830117,-118.573128,
Shatto Recreation Center,3191 4th Street,Los Angeles,CA,90020,34.0675004,-118.2893071,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNQ6S9_ZqrKHJkw1NQP7kvR2uvEJTzqNsNGYARNaLKbBAJ-Veekwfrm1BkP5FTA7cDBG43Wa7sKNhRZWgaWdDVCf31EBprgohP0W3AI1tRFd0ZPjYU1ZVvkxMZRDNLZBjPJ3aUDjX02_XNls3U0Mei_REyxUb0IpyL-tEsRudBRqWCDt-pv32ICpIQug4pwDvJro0-vw_Cu1CAFgx434VX75LLoOgOOxvbgpXPRVPAfZUFxH5Fks48sZdIB-lHyuNaIQENLGd2_u5aIlcy-j5OnczbZ39CbM276_4SbndFkXDrJoePMmObFG_TtNxHBCBJgq2jYAlD8E1ezjz8SXbPgHzaNA-nKg0qjdyndAP6tElRl9XxQy0fmD03ujCIXITP5GgyHWevNy0jmzbkDUerfhZ1c3seRp5aziZ6Hc259rE7_5XLIVovyOY1RX68PR9BDUQfaESrDcXXrQ4TWT49nVkAfPXsnvb1Apq8Ha42fWJi7nb-cCQ7VBRtPz7-tzgy2ZgQT0BHhk62DM-nZnVBFuUPA2t5eV2Bf6tvSfedqGhotr2wjBS8H1TgRELeUIT-dHq2Eb4fmYsszbEC5WtAmCOWKDLGRLGCFnLaMn1K5-1O9U9ZnL_2Zyp0AJi6hkIM1WDA&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Vista Canyon Park,16950 Lost Canyon Road,Santa Clarita,CA,91387,34.4174949,-118.429596,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNSU1x9_G5dOVgq02xQlDae5MTGvVSV5byPK-oSX5XgshPmZmBdMjtJDK9LnGBS5FJHaf3yblODyUcNYKWdYs9KP7v3x7ApIEi8u3HHVaLIQyF20ED9BesGQCgE39JA2IP2NAtV63i0eY2WMyPR7_yMzDL2feNJK2SPAq-dtIPVOizgE4P07NLuViV4sA5nbZQdw0gr8nQDKttpD87e-om2_P0m96NV2s9BzHgjdwWQ_OOqsTSYrX0Ue9UINzQ2YsdtBxLoMzH-UdK-Dt0StQ_TLb6TAN2vcHy_EPGdI9WSsCyZ3ryH9BSM0wwOE5g2RlnRtnEcxGTxfaLABPQgaItfM2wPq5znHC9UMsuMMwgP6_Xs9r2GQRHEy4H1uqietoTznjjasmKSUsywrJIbsMxITP_vbhoyWEqP6_X177MmUyuX_CAOhR0stuR3Yp5_0jtjWiNed4NujomXqVeL9-xtwXfRmrVatjo1mFAFrUkuamEDTcte7HwzjOq68ndCPzuNRhS4TLepkHqObQ-pIsdmlnpWNxXNF6aZIMC8ni5__kVEy399bfnU8hZm53lFzh1FCYXtJZsJ6BoftNgETbQ-9I42m7R_xk4tu14HhRgoA83y8suiGhS8Z1wwFs_F6V0TLkN1W&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Skyline Ranch Park,18355 Skyline Ranch Road,Santa Clarita,CA,91351,34.4358303,-118.4575262,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNRE_3jW-qdzvi4cTH2cpf4AXhOHP3ZBoDvhng5OPKPqM8V81BaWO243BvM2KQo3b9KJjIdVDzLag2CRpkgg0VNhRJlR_9qkgC15mqCoisg45s7XlEKtDVtvc8NAWehNC0qKZ64jSjPCCqXgwVC43ydxiM5l1HFUfy1UxOa21aGGFIgvR9N4KukX-e5tpZ_EWx8U1U2sp-SvbR8EMROeZlhbLNoxE4N61jpxL9aqzw2Np3fJvDjL56yRzNSQm8-dPjwS4uXBhs9M8bFoClzwO7AatgwF-zgjgY7XaCAc-OzZPE9FKQfRUNYHCiaGZ2dR-UnV9LeUmBUaxVhIul83s8FMIdVTdYuLQPi3lIvnLVeLH7AdrOkWjN3DJL6DgmrLfiIqEeWiAG6qelLmfvGykL0aio3-RaxEWPT-pe1lLLqVJp5nNqiWgXPZalXd_qX7bwdfNxP2Mu-SH8IhGqfMWkfNUTgmeTVUad4tffR7PTykEkkYbneB1eKkobk9zUnFAihgIwGKiX6xQyVuoaZrxB4t9oYvnYi5kfwhrtmw1q3IqCt_xUzFp-gEkM4W94fMs8UggUBvm947P9JoZz7jktIQhsacXa9fm4dKPy1WSLzD1fGlAzWF7JAuk-C5-GnpclyBQA&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
McCambridge Recreation Center,1515 North Glenoaks Boulevard,Burbank,CA,91504,34.1931401,-118.3206318,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNTqab7lGiY_cYHKF9QqfrMRJy2yc8xX1smkIqSBXRxTD3dW7UiNuFpoOKT2EKJlBA35ZSXCf7ekk96ixe_1iCAyMf9XXX8XMEq3oDroeM3t1WKr9cSg9f2O0xDd7Hg5FYKj_Z-YhlAu7SEtygWJC_rh6lESLxOkNqTXKQRI8uqHYqvjhTatHMabG2Jb4H88y3MuW_qYfezHww9tK4XG-TVIYOTqDe49jOqiNrcqN4YH2UPNco22FUrH-TFT4JjMDMvwqgO4gRipGyO21xzsV-JMyzcqODDeSzq2ewgkK_Bh0vod_sDR2TshJbIy4tmzet8onuup-O14VUljQZc64EVYrhwY6-7wrqzCY0OLkI0KC8ADIl8oEG6AiZ_bqKIezlZ9PcIyGECbiUQWGYCh_iesP6-bkDnVJrIuKMsvE86j8v-D269f4nuUGuCCj4iNhvA1V3juxyrgWPpEGpTS68y-23vP6pCmgnNRVtlNyLnYXcNHBlPvWAmqX4iyrxQyAWyeaAKO92UlmA3ZD9gS2peyRPL3pyez53k-yGyy14kxpDelaXRcXRDDq6x4eRJQUPZQ9hI1VAlocXHY5p5UKALdyK7qEICaiDujUPV_bl0pqut3AU8YSQDzBqLaSUC1zllSFA&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Yucca Park,6671 Yucca Street,Los Angeles,CA,90028,34.1033333,-118.335,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNTBfdRX1ibViD_t58L4_qqLnuoqtdXjenMZa-75-2kuajecul-67HogIAjbqj0UMxcYW29QDUYK1TGc5k8UpfOi3wGUmSSvxIzuFN4_scPvg08-lw2CpHwxTZhCZ0PmbSFFKGyTQ6EI7X1Siq8wWZhrHvzO8BrMK8qeCtNLpQ4_9babNjxLffCV-1faqoELGJXOmZU3KQ6xCRhxCTukItwGfzMiU2-9ycag8OXbY2yWCKdNk20WLfdo5bWkWfuq3AVn4WjCMReRIAkklSSjEDQ4vmZuQOLwRL_5XIbpK4mELf7445PZ_B2s42Q5vQ3IemSceUjasx-3EYGZy45XHQeC5hCbWjZpnAUxPB0CW2z97oNB5x0ihmXGEsVZye1eUkSVrgsIXST3x-P2_NrFjuT0TZwnkZKvEmLsEm8FGqrWZ6RxN1eRNvUmnBa5aH1AvAdXST3hYBG6-catMh7K8L_GyaCMafCthxSGiy3X0aIBdGBL6PW6EtoQdF8hINs-wPH8EWm3SHyrGALAo21s---MSNVbB47UguzI5t7IHRWdMDSzsuf5zRJdCP-qpRJW4Frlyoll-fHyItksHay6546Zv2buAmZ4VRBZJgJdCJXnYLdocA7xiYj2hyP5L05dgMi03g&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
MoBear’s Tennis Courts,1401 West Riverside Drive,Burbank,CA,91506,34.1579498,-118.3152803,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNTZW08QMTgPI00KXjJpF1-Q975bJuIye8Y-IEn3YQCPG70yFeelgYSQHiPCbd_agyNCxZpcNt4WaqYJxoOQS35gXEU1qXvcA3XJQ20-QTyDHlGDb_nKbl1kRA_ow6pzpydiW1esmtNl8opu7D69W2w6yyaYZufXHjpFH5DUDpDr_Fk-x3toLFxSiHX29kAQ6kTC5HbWzu6d8LXTCO53Kw_IcvUGo2BLkHMogK7cpEzeQ8Qk-dAckG4TkXxL30J_jX4A5-nu2hmy0ssRjgSqG82mu0JTQ5y4KpcVn9mA_YY9LEsK__bkdXF2-dhgWeH92Jj0W7z4jdtAxaBMho_bzTttEPtaJDAkhABJPJfRivXF4OvfbD7nPVQTpXi1r1oB_EvOmm6OUjmQp-U4-pIG4-q_ZkDFktE6ievUtYQwqn4WTWTpUQo7JVJy_61e-1B9EOyPGC2q4bb2IlTeHUvOKvPjLDdkcPSj0zPtLMu0U5IwsAjp6CQiiSO_dn999kyFDcFgUe8yY3TFlWvwI8oBi3ZJUpkfiXIZ9plIofvckAaG6yzr94YhjRZU-_tFdoWZAH88zph0cS4Cb2oiYWHqziz5GVmvr_QZTP5InPwY0GbbUEkOaMU9KbxKi9esPRkUmsT7qA&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Normandie Recreation Center,1550 Normandie Avenue,Los Angeles,CA,90006,34.0446612,-118.2998004,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNT935__LS5dZeHwzQsDOBRhFl54cAv5_nhkHQb7ldQMm13Usyg8Q6-jeXF2zz9LxOdPRYRXVjMxLUSb-kD7MTiD_RadBrq4W7lgNaLegavnRGIQlKyXBN8SwB34_jm3XCm8g9RG7XINPDx_oZabDGUgRTVLaTbxXcdyWVWSs78fZUqzeoE6CpKHDvLjFp1kqp--UXIko3wuKp44ybQfgs4KUFEUlVl8L_Z0Lr28LdhMvrGa53J61dAxuaqGU4UQOHdybuoyw2nHN1tb3jTMuydxQVpsZyWfe9ffwliVTyIMEvHF_k9SInwUgT_Lzp7SqrHc3NF4OIx5eFK601_2S3hy8rn8K6Kbi3lVuKcEBaFZuNTw0yDJgSebQhYg8WGWG8JqZRQm2XzABawELtNVuaoxNdZpZ3GXO0TBmrJ2X94ZjK4PP1nAcJ0y2B_cMQtcPQtyeaX6fKPdG5JMhHAAhGsJa693ftVi_PnsUh0TuztwFMlKChxMvifhvdu1LiO41zrs1vxYU-1154QGRuIn6hZePp-EqwTIO1NQ9GHj8C91xqJXe-fhmC0OMOG9Fl2hgVC58Urdr5GCuArWBWiMLQxCzEJnAs_MyS4H5j5arF9EiBZAIU2LDfBwCBzVO7WEaosPHw&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Sherman Oaks tennis courts,4918 Tyrone Avenue,Los Angeles,CA,91423,34.1602249,-118.4443532,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNTdMlfU03u5m-ALOHV0p5qScR1fmkRi6cwZ4R5cjiv0HhXYUG0Ym-eAE4O9NbXcL0YIb1nSL1jNSLe5aS7SPks3Isrhe3XaiU1Xa6bTRyYioBpqq9DK2yezlvSD_vhAK08V_vZ8iRC3hcn_qaRr-bouAp8EsAqfktryXuqzvVPDj9hK6LWNnNowT7sh3lwb7Lx0LwFIl30e1rYceAANohV29rnjwQDqXZEgAzUfjVFk0qsgqUAyo0Y5yVAvzwGMzXA5XfhinrpdqQa8mU3J8eBEW15FqOwT9f1nBeHYjWRBcacDcuqPbPhCUiRiubhUbxigwgoWwqL-KeX9WH66i5gMfL8UAgHLzDiYFLnoq_z37ZVA61lspkc6B4pEVGOx1nkWslNKRvDiPAlUVK9VRTemkum-qcJlgFMj4XdWnJjZ3xrfMkMgGgfOtJvPDNQ0E1uanenDfB245wgAkrcFwj3u3ct6BO5UP-fVmsOLTfsb2FLPwfb_rggv3YdxVvEE-Q_whOB-danOqw2-G3Ma1bQSv_xuzP9dh2w0JSej_7VncusQ4My2QrniDK_xz3PYgJB4BXz5Bq_IB-qsI2MqpnVDQ2e3dpLYH-F4fv00Qs7vn5N1WHM5_b_8tzAPRio4A4t6TPNF&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Cheviot Hills Park and Recreation Center,2459 Motor Avenue,Los Angeles,CA,90064,34.0447953,-118.4126307,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNTjbxtJJ-WzNhRBl-RYhE94MsJ8WID0NzmEpssMHq9GIyoNmsjSZmXy9e4cp_mI57Ie0-Xu1PkSQfgYbOiPoLXBQLF66uXOmx1q9VCUBsns166AEh2k-cPsa530XuPMvSdkeY93RonpiE6S2Lw7qD7gfGMKGU_SzQRmKyDHw9o-Sm4hmF-wfdUgKgnH7NMKxyTTLUODLrEF5KKO-wuKaV-Gdl15kwnU5S7M2Q45LKPwNh8gCbHknulpy1T-bl-YiyoFr9SVdkBPNQIsgfBXu66HRmKPOorftAqa14cIRcAcNNk73mTW3Nr4xqtGO0kFvEoonyh3UiX37TbNSDwfg9Bejq7Mdn_ecl-VHONG1a6GRzxvukTmvTIPmuDaoFDz2zrIrMDKr-AfFYvdHIqR8yemAkwWASHqDAuKhMJH5BReUb5uv4kUN58OUrsdjHmkflStuJAV5Wg--akjKRRkZ1QFq5JlEN3EqM9yt_-X889DSEG19lvVsX1mGy4Wi4TrlWfcMAV0gfQlmKLgC1AISgWZLJRmbYFI3tZk7xlr_1mrmh4HqZWA8j65FqsCh2-QRTXmD4n1RxSbeCgD-OHRRmFjlUHuy_rvDrNlu7FgK6uMLjhYzy89W8tbTvta_1pnPTBqfg&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Verdugo Park,710 North California Street,Burbank,CA,91505,34.1643687,-118.3400808,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNSTcB9S4IQXEvlKtJUmiDVmatp88m4wpzUE5FJY5VANr8aT7dMgCpMnGXJy3oWhS5iN0MrQh7ENWJ5iFnGtoh9kIJzc7KlyYXziCmjpALVNHtuTI-GEnfL58IpaWZx3iuc9cdOWNXYieG_8ouagOWqJl4MFzgFGCs6xp1zBb6O18X8ttTTg5QehgXE9-j3iJggchS9Z5a7hMwpJPOUGCTyXpbdN_LXgbxr7oFSAvGLP76Ch7AdrEWO-9kxeuh3KZsX6IcM-wzD0ljLNKhUUpWatIsQ6MPN8WuRg_-WC7dofZia9avkaDOqIjVY_VJ-fplqWWVAEOeoOGFyC6BAk71xxUzbBKmX9_nfK5Ebz9ZI2DQU3NtQkzxKyolWlUgAI9ngeb_fIOg1MU0t47XD3wejOxO4iOvBJl8HOJZZRJ4T23Im77PBbCF6hguKohtmTrwjKg6Hdg88b1ImNF663-0vOtZz4xwOeBE5T8oTkOIt191cWPw9t6CfHFNSTamlri4pGCbsqgfJ_M9Cv2Svcuo-6Z1G_qmY2GTgcQ6RFok513-WAhTtqadDJQKFQ0q2pxFE0OpZkjIFzplRYdnNfjPkLckmF6QyUqBvDL4QMV_U-Xz3SWkMK8SOdMxX169C8xngAaA&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Hermon Park and Tennis Courts,5637 Via Marisol,Los Angeles,CA,90042,34.1046425,-118.1880748,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNRwBB5vh0PWgr930je3EkabpY58VkY4XSxBgt__TimH39u84HL_ytRgLOJEmrD0dr5RfaOwIQJB-VMAyEuYX8-lDnQjx1nA6Oj0-Uu-8d6DEjZkZFmOFJ6Vknymt00AM-TGRiJARKv6GejkU4xMjo6SeWSADBPyhcNIG0lVb36r0-8I2G4RCFWC3RhQ9srYJ6xyNng7UHnMq4ZT5MeLd3keO5pN1vZZAc7NziOceJPr8vB6dddsi22S13iYXSZySN2qacCZZui8rojJ3_AamFN2piUry2wpdhEZquw5SyKok_ursbNp9JkwFKlV5LSh_pDolrvElzKIc8R4IwroR-63liQmH1KBUi3je2RCMo1jOYvTmgzhzFVxLbfdhLUh1qNKT3Ji0n6ETHSMCGrQRPYgR4bLMycMJghR4hv3-ZWWR6poFACMQc6gojfNwnorNJfj0OtqQHcz2qt5VZR0qF3XcxZGVBHG48RF5iPRw2CtpKTV23GHYUBFTEsxzOYnunkwa5KgM5d_Gn7pBxbhOwdN5moI3KangK-fARcJQ9F7iLqZ3dpXV9GGpoD-3990DeOvEGW6RyQ-1_VeEukfOTSHh-sUYJTq-pSsgErrOWjpx65MeU4cgvd_iO4BZtowJl93NfFy&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
iTennis/iPickle Arroyo Seco,920 Lohman Lane,South Pasadena,CA,91030,34.1165997,-118.1687403,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNQR1AVvgGoPqJj3oqKOrK1jhdREm4ZUk2nUOWDwWSmwpokVQRpb8W0U9XxF1WHc89vNamalXKwpyUrTKn-kVceyv5vZf1HBIF2ruEJGij_UgvamNa8TM3vDGVDeiKcylgvxV4sHlE-rzB0LZKj7lZpUFagsqYS9ufUWWa1SzRGgD-6txX5m4EhwXgaeDMC0qiSNAHSsTwA3r_vlAZ8yPhU2zaQGZfQOm663H6yPIEafyrUfkrrHxLxnPQgNV4XOyKHvkbjPn5M2EJLEbtkwunvqTncpZo9gURzcihByNc5byQ7lF5KBFfSiFA_4Mghr3JpZLXbWbuPJN9AXsDjdQVyMZq_wt7npkSFtB75sO4vQc7OBuN4oo9lPXeFvZcokwc4tfYDvHRf2NDoVzEgovqJiMoZdYBCVxD0k-CfT6gIXDq0nlhwPj8oWFDUhrFas8abMtcMTzvcnUjpHAAW-PWq1bVjpsZiy5HJ3B8sD6SaoZZ9UppoOApR0yh3F2av-qDD1OoU8B2y-0I5fRLvecFdMmV9coPtaa5n_npaYaLImOm4pa42zsS_y0m3dElIa8HfJ8ZXquer5qlXGtri7v8lkCKQICuxo7mkkOAcPskGKWTqW8zQ1X43EFM55JagqDdgphQ3l&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Griffith Park Tennis,3401 Riverside Drive,Los Angeles,CA,90027,34.1167604,-118.270283,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNQ4u-gi92DOvF6cGG_gvH3lFu_TmEeQ32ClEZHs_BUyNuIXiApMc7gnKoAEfcHpHkk4pPJGyoC_buQh23pjp8UNYbaYFA0g5I-Ca-0QTgKFNlwnuD1qSZjD2DMBl5LZB5otmk7FS9A0o6tNV8-_8NYnD2G-6pAXxp22KSo-IPYFUgrAF6ZinvYNM0gedE7Vt4Lk6Jzwx7FfvWTLHkd82hcobaSOa1N14TCkm1j-B8pietZEYRYSDpZPGlSAGGqHfkGhfTa5lVLPOK3HtAQrnEzpGKib8jfLqeetru_wYRD4PjyJ8zyws7Aomm_WSaaEuuXW0akpz7SDJ-DHW7whkJ4a3NLrIsqobP8HozkcwOOkWuEwf558uWPC-94HsT0sQxHnrzbDBTQAm-P5fM_S0t16ToKS5o7qqGkMxWFgcWUNzMtI94gF5LWtb3TGA3rtOVIsXjpQRf0VTB4-eNzHkaLE1WN9Y0lj7jxWIzc6x-6XhFsGZlNHeErRu8FTMJ2XAzCZTupehgycL_xOzbLuBpXnCk7mN8KaLX2Bhty4UkosrqJb6WSg8U0fh9cVHZA2TGuRKtB_FgOwZbfQAM-2d-CDh7lbw-hsvAiFTzt481MMwaeOIDr41e1NSy2mGpCHHTxga8Qh&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Glassell Recreation Center Tennis Courts,,Los Angeles,CA,90065,34.1153789,-118.2340267,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNQbSAQqaJJPcVPCgQMHskPbThzjEHoCKjWAt3uzG4PtY-bVK732mKMpdTB8Dkm1FaRQMHnEeo8Gg0PftfYTwJIJHCe8EJLHyBnlRY8RYJQsrxJEgnpbUbwOGvNfyGA1q70NXebkjcXpFo-UzhmemvNhTTo3rcL8QtyfzAhGzI47YFcDr9GQWVbB3NM87ST67Wl0cLRoiDCBOipAbdOHShSoRzbvUK_jkTuFe6qgLp5y9vqLtfI207dnXiywLptk3xjBQkLRZ5Zvu2VUgmeUEVKt3bFcM6fzlGD3FdDZkX8YWPwX2RlP76zxVTOJwxuaqKd86PpOi8GQEj5-kaFRxZQnaMU0nCNixmWFcy46erK4j9dAAt8VIYoKxPpneTAjrd8IQJkWLdGnR9tAtbI2oIcmedGvF_HXznQtH7Ks7WAJ5SLoNIgM4dW_XwRcUM5sERQ5BfnJITZPEDyf8XXn6LNBVy69Dm_E-dqjLMMtEFuC74RWPEhKc4QlDKmeUuSpjsRcigKCWDw0RnooLSo2Rj86tlFTstM8-igO1By_eYO-_2co7ajVVU3AVh44j77tnbOIuZQxWn2K7AwWcM8jX3w6k7lr4G37aVQ738V3VG-pApPau1Q47ORD2gtvPIcfq--phQ&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
McDonald Park,1000 East Mountain Street,Pasadena,CA,91104,34.1626518,-118.1274965,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNSFJ_BUghpacjD8lfuehY8Kn32ej-VUvcpDJJun00hmIzln4_90HsJHwq43QXw9HkloyDIn1A9_EiEw43CXeX2KkUc5Pl8lRj6AsVgpv3J3PdgW4el9QEXW5zNtXx-frejqKCei2yNBYddlk6g-EBZwojDwg-i1uAJkWW5fwLpgCY9Bnk564abQT8il_gUFS20ilbSGUknTdpIWRwaOMmKlxS2emo8JPfqZsbq_zUvH0BcCOkh46dT1R7ikUtLjL0tHBBlRmil_jU-cu1S5UCAfRobw-CPzFHzp-BSKUfPXTG71lCKsGJzaaeLVQlZYhg-Z8N9-tR6OdGU8LCUb5EMXJBqCcmjE56oQMyXdeQX96cCLm47F4V3jf7t3HquOpovaKatGYWCAr4uC6KMdsZC9S-QFGWMPmCvKuOUmioK121ZpwNBH6fVCmT3ZXAn32v3_3-m34iRDKR13iwej2pjYC4P63RBkhENbsBcPuE-sz735q4fT3VjS4RCZUTnsUgZzam-wALBgCm29nsjSwqydQiFp9AJMORdnc1Wk1EWircV04uAbn9SNaFsdLtTjmOOxAK1AuK45WW3RfiLFIJ2KKZnN3Kh4jO991GONHFjADQM3NyhsBryvkhSGekxocD3O7Q&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
Cypress Park,680 North San Fernando Road,Los Angeles,CA,90065,34.0888881,-118.2254551,https://maps.googleapis.com/maps/api/place/photo?maxwidth=800&photo_reference=AXQCQNTlqnP7MnW_3daOsfBUecYNS8HEraetBGWbFGYsOR31uSaav9YgS_8FqvYyCVREiVA0w1F4ASIx6a9NHTJzYEfrYzWzQB4cZpV8ivvQNriZ6brZ-5u_2fNy-2f2WxTE6tZ5RpImDB-7k7CB-fYGRIOYyAaYc0iTNIArbQha55Eb6dK-YpMm1jlW-FIWRdQBLRJ5095bQ30O7p_KmrpBgSKrHZ05lIGxRZCk87LX8Xq7MFJhYWFwgDjRdP3Ofy_IeTO39Ky75Fyi62I3KvKPCcfWUFMf2eQu1x9Kf9ojD84bXkCZKErExzToNvOPT1Cl9iNJrrUdb9eth8xV_KCL8FhTuTYqA98KXvvDJs9Cn2pifWj3bogBDs9uOFyHuSNYTKWd1NLGMeN1swSsXEvmdFKMwiHC0vbWpBE5O9Uu9FgEsE80U7pJD3uEQ2CW-Z2dTvMxwF9ljlp7Dqh9xk8vfhV8AgUvjw7M1tdET77Xjc5HbfIkhcTysAXDVVS9FLfNQwcbqxRNX9_gmtke8NiOrfp1k7e5POjxDa-XRInMuW-kB66WHsg4V4TKQBxaQGzKGXkTMFmG3idS2bRERmL5GkTkJg8x6bEFppN04-506xuWdZnzLP9eMZaw2Q_SVYhRQvP3bA&key=AIzaSyB_RPF64RaB3lypfA6VvXil87xSttgcUNY
